IZW ID,LLBB ID,date_found,location_lat,location_long,location_qual,area,condition,sex (m/f),age (j/a), weight (kg) ,instestil,muscle,hair,vibrisses,anthropogenic food,food comment,origin,date_dissect,species,location comment
,18-51218-UTF   470,13/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Frankfurt(Oder),,Rotfuchs,15236 Frankfurt(Oder)-Güldendorf
,18-51218-UTF   509,13/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15517 Fürstenwalde
,18-51218-UTF   486,09/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oberhavel,,Rotfuchs,16775 Gransee
,18-51218-UTF   495,10/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oberhavel,,Rotfuchs,16775 Gutengermendorf
,18-51218-UTF   467,07/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Elbe-Elster,,Rotfuchs,4916 Herzberg/Elster
,18-51218-UTF   468,07/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Elbe-Elster,,Rotfuchs,4916 Herzberg/Elster
,18-51218-UTF   469,07/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Elbe-Elster,,Rotfuchs,4916 Herzberg/Elster
,18-51218-UTF   523,12/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15913 Laasow
,18-51218-UTF   656,04/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Lawitz
,18-51218-UTF   691,11/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Lawitz
,18-51218-UTF   471,08/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15907 Lübben (Spreewald)
,18-51218-UTF   478,08/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15907 Lübben (Spreewald)
,18-51218-UTF   479,06/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15907 Lübben (Spreewald)
,18-51218-UTF   482,06/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15907 Lübben (Spreewald)
,18-51218-UTF   472,11/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Neißemünde
,18-51218-UTF   498,07/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Neißemünde
,18-51218-UTF   752,23/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Ostprignitz-Ruppin,,Rotfuchs,16845 Neustadt (Dosse)
,18-51218-UTF   500,02/02/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Neuzelle
,18-51218-UTF   747,12/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Neuzelle
,18-51218-UTF   748,08/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Neuzelle
,18-51218-UTF   749,20/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oder-Spree,,Rotfuchs,15898 Neuzelle
,18-51218-UTF   520,13/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Teltow-Fläming,,Rotfuchs,14913 Niebendorf-Heinsdorf
,18-51218-UTF   654,03/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,17291 Nordwestuckermark
,18-51218-UTF   507,10/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Potsdam-Mittelmark,,Rotfuchs,14542 Phöben
,18-51218-UTF   757,21/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oberhavel,,Rotfuchs,16775 Rönnebeck
,18-51218-UTF   750,16/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Elbe-Elster,,Rotfuchs,3238 Rückersdorf
,18-51218-UTF   736,23/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Märkisch-Oderland,,Rotfuchs,15306 Sachsendorf
,18-51218-UTF   759,21/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oberhavel,,Rotfuchs,16775 Sonnenberg
,18-51218-UTF   760,21/04/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Oberhavel,,Rotfuchs,16775 Sonnenberg
,18-51218-UTF   474,10/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15913 Spreewaldheide
,18-51218-UTF   501,10/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Dahme-Spreewald,,Rotfuchs,15913 Spreewaldheide
,18-51218-UTF   724,,,,,Brandenburg,,,,,,,,,,,VLÜA Potsdam-Mittelmark,,Rotfuchs,14513 Teltow
,18-51218-UTF   725,,,,,Brandenburg,,,,,,,,,,,VLÜA Potsdam-Mittelmark,,Rotfuchs,14513 Teltow
,18-51218-UTF   484,28/02/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,17291 Uckerfelde
,18-51218-UTF   488,01/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,17291 Uckerfelde
,18-51218-UTF   489,28/02/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,17291 Uckerfelde
,18-51218-UTF   490,01/03/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,17291 Uckerfelde
,18-51218-UTF   503,24/02/2018,,,,Brandenburg,,,,,,,,,,,VLÜA Uckermark,,Rotfuchs,17291 Uckerfelde
